1005	2319	2355	999	1450	2319	2300	1508	1907	1454
316	2219	1214	951	2035	2489	1237	1020	443	501
1937	2060	1304	265	1860	275	1217	493	1210	271
1216	2458	2008	1796	1200	711	2161	1486	1229	215
2386	1122	814	1920	634	955	1022	1948	2362	1116
1720	1329	2335	664	2131	779	2078	1842	2176	683
474	554	203	2065	2196	444	2211	343	2269	659
1994	2173	256	1762	1570	949	1983	1714	1325	445
1548	667	999	916	2461	1492	896	1804	810	2287
1944	2261	762	929	2125	1859	809	1111	1213	2343
1184	1417	1756	925	1840	479	1154	555	2118	1808
1217	2038	271	724	2465	605	727	792	867	1564
712	390	1954	2202	527	914	1695	486	2244	1808
1455	840	474	2422	306	2279	293	1873	1466	1179
1316	1645	1484	927	2019	589	651	911	1850	641
1960	1397	1591	248	1195	1978	704	853	435	2420
2340	1496	2124	2418	1259	2229	682	1369	2478	1468
2019	768	1848	1469	1990	451	1932	521	1782	1437
1241	1262	294	1300	895	360	1798	337	436	1841
777	748	958	2329	1157	691	798	736	844	1074
1884	655	1925	1312	752	1802	2053	2419	1108	1301
1551	488	1496	1665	593	2493	1295	1757	1797	695
661	1920	2275	201	966	589	1908	1546	2255	979
697	1340	1824	718	424	1393	1074	2399	1965	1753
2373	1957	1207	959	1811	310	1492	2430	1160	1039
1616	583	1491	960	1279	1175	1434	2138	1395	545
922	351	1169	2164	444	1956	1587	1159	664	1718
1584	1208	1717	1301	1232	2417	2089	931	1574	2279
1532	1675	619	943	1805	1779	1413	737	329	320
2117	318	250	887	2057	567	1462	1160	629	933
836	1801	1374	446	315	2133	920	894	311	1277
859	920	915	246	1876	500	2311	789	1396	892
560	1739	1320	1085	1385	1347	1678	940	1612	1020
385	565	1056	864	2019	1280	2141	1776	1403	1108
1037	2081	1301	1535	2450	724	690	837	948	612
1652	1222	368	2465	427	681	569	1210	1655	1675
2423	515	1029	1714	1047	2270	1687	1930	2069	554
1260	564	2227	951	1444	428	1465	2317	1810	352
837	1195	469	1349	875	460	2456	1953	1031	1858
1478	637	1523	2226	739	1315	818	1102	1136	824
1312	686	947	285	1895	2450	931	587	878	2144
983	1092	274	1215	524	1408	2319	1440	894	1733
1197	2143	272	1651	2299	461	705	503	1176	1255
1030	1244	2225	1603	2453	1036	1892	386	606	1645
1195	2192	1232	341	320	773	1314	2102	1398	2078
453	1572	2230	2454	460	1536	1763	2051	671	1266
2451	1273	1954	1607	591	2027	1156	2025	478	873
1921	1682	1241	2133	412	354	2316	2100	1127	1338
1132	1892	2232	201	1742	1243	1293	1999	316	1092
1040	1192	463	874	1086	2047	209	950	1545	885
2492	275	463	1946	1638	1476	208	363	1211	459
259	1326	332	353	897	1034	1137	2426	841	717
2182	855	704	2042	1680	1871	1587	434	1070	2182
1607	2114	728	1962	1774	699	1564	920	2208	1100
2155	1832	696	665	526	2475	1046	660	404	1243
1257	1640	745	2155	1746	891	407	278	349	1270
522	2475	1903	2198	2033	318	352	1848	340	956
1689	1269	489	1674	927	949	1706	1242	604	1147
1884	1805	1208	597	1230	1598	2365	869	1697	538
701	1075	2377	1489	1752	2440	248	1346	2323	2130
2257	1397	1357	2317	234	629	332	347	1436	422
2153	1624	696	511	1288	2009	1418	2439	2271	807
1080	1820	2324	865	1342	2231	398	2108	1251	1451
472	686	1964	1885	265	1954	1491	2247	2427	491
628	1126	773	226	1231	517	2453	2203	2132	1307
1227	581	2136	1097	1937	1504	685	1522	1711	342
1250	1047	1419	1725	1314	618	384	776	1470	239
1746	2021	776	724	1446	1145	2493	782	1154	2243
1548	2446	1385	2461	2016	363	2280	2030	495	1587
2083	1194	465	1778	2169	698	631	1931	2022	378
2214	2350	1583	801	829	2164	2486	2413	777	508
275	1164	711	1906	1776	877	1877	434	1500	496
1125	1464	1392	2500	808	481	1525	2064	2325	2082
1104	1681	2131	1456	1222	398	1866	744	1995	2229
437	251	348	472	439	2137	292	2300	355	1199
530	1605	1628	543	1406	1509	2318	2223	1664	1054
2084	1843	451	716	980	2319	1546	290	1058	417
1203	1507	729	2471	284	1504	1532	1256	747	460
2493	208	2402	2261	604	1410	2237	1361	1851	2213
1995	486	2048	1209	1196	1984	494	392	1735	1592
1177	1423	1400	910	282	1371	1135	472	549	326
365	1017	1552	867	530	2494	344	948	396	646
1155	2098	1489	1779	1318	2407	786	1661	999	2065
1072	2467	2288	782	1710	1220	543	674	1362	1352
2466	2491	1739	2195	2494	2119	2222	2380	995	2093
276	1452	1146	1640	428	2350	944	2462	1208	565
1628	1974	1153	2328	741	2082	922	1916	1663	1003
725	1196	595	1202	2331	889	362	1554	878	1680
2155	1278	1618	1440	2407	1776	1181	1755	1988	514
1556	847	289	846	2024	920	1634	1610	2046	1143
827	301	335	2443	1684	1598	973	1851	2030	243
1464	2375	2209	573	1590	867	287	1265	2165	2366
1564	1631	880	1408	1888	1023	1022	1214	1342	2354
699	677	2066	651	774	1325	1157	567	1737	1360
1221	1938	998	2436	412	341	348	2341	1130	1133
1109	1196	871	2075	1118	914	561	1720	1609	1026
1130	2363	1669	267	1891	882	668	1491	234	1583
1197	1722	2404	1155	1600	1745	465	378	1711	2442
1961	2032	205	1158	263	2024	227	1516	2086	1843
1502	1537	1338	2243	1829	797	837	1430	1266	1808
2213	702	1935	339	209	1369	2225	2254	876	1544
764	243	1273	452	564	1698	1611	1178	2452	1197
835	2263	1521	1762	774	2239	464	292	855	2302
1619	1461	2186	702	1429	777	393	2166	814	1188
1156	1890	2349	785	2179	1860	262	2473	567	919
1278	1073	2370	378	1567	1598	1364	937	1159	2233
2048	1514	1086	2014	791	2407	2094	815	617	444
1505	2302	666	1330	2061	1834	1394	2215	2421	2281
1725	1970	1780	1952	1439	1689	213	423	1406	2427
1130	2191	953	1318	1350	1135	764	1405	1104	2191
1115	2428	1971	961	1073	317	2323	1595	1479	250
657	1973	618	1599	1862	579	1808	1824	265	1031
2111	331	211	1365	1606	2419	1028	862	1123	611
1126	618	1663	1545	1576	1740	1595	2020	1752	1375
997	1999	2266	1944	2039	2172	585	391	1757	533
1922	471	1161	2212	456	256	1998	1995	2077	1535
851	1840	2081	2194	986	2158	1802	2496	363	2231
430	1383	2322	1578	754	2275	1714	1038	636	1155
806	1192	2472	1629	2285	774	1727	1848	1065	2251
2356	2131	410	1614	2100	1608	805	2223	1240	1386
231	1914	252	780	1216	1051	1854	441	1006	2106
2315	1624	582	784	1466	213	226	1262	1109	227
2259	1509	1846	612	305	489	1041	338	551	2484
807	1263	1701	562	2218	483	2207	1017	2181	1578
1496	445	1980	1734	980	692	1662	2445	2490	344
1779	2175	1712	1334	1477	646	729	1692	1483	1519
2445	2484	724	1854	2055	2010	1047	1926	601	1435
1216	1441	785	427	875	784	390	1720	1133	590
2308	2284	739	2113	663	1193	369	959	2106	1114
2402	2316	2244	2398	969	1765	2192	891	1864	289
315	1851	1574	599	321	1286	597	1458	2179	516
249	1788	575	1842	282	1427	761	2148	1150	264
1753	1458	722	2353	923	549	903	1969	2102	1523
1585	316	929	1228	1806	1999	1319	1221	2284	2200
1463	654	1269	2269	605	1853	1801	1230	1049	745
1031	1731	292	687	1629	2073	1062	2403	2376	2005
988	1397	2032	2268	1050	1482	1183	400	1883	868
1527	1184	203	1295	2097	752	215	717	204	1775
571	1718	1847	2256	2174	2084	812	1530	706	2234
1446	482	1193	784	2410	1757	1490	1996	2200	1473
1536	942	663	332	1475	292	551	2431	394	1063
2037	1849	680	777	2082	262	394	2377	1784	1839
1119	545	1039	226	894	1376	2384	2174	2357	1492
700	1654	1298	455	309	734	1450	1820	388	610
743	1473	2379	1285	1315	2290	1092	1656	599	477
1763	1388	1035	1068	986	1695	2294	1554	2227	487
567	381	612	1013	632	1678	654	1574	216	462
417	1574	720	1950	1681	623	2157	2117	751	2376
1516	250	1842	1636	2093	2355	2371	2409	660	1712
1698	504	1652	2479	569	1762	481	816	777	2098
580	2277	1740	1355	1494	2373	1929	410	762	991
617	734	1740	1998	2397	1719	1469	1360	1925	1349
407	1626	2208	1198	570	2268	859	1290	746	1497
1334	1380	344	801	1526	1211	1903	1231	717	1703
1474	672	1212	674	2139	1186	1082	2009	527	1924
610	431	1641	1672	1782	1090	1211	2181	1529	1041
1357	2167	2315	1035	955	1416	1745	295	2418	1846
381	2289	1873	650	1912	1471	1311	743	1379	1803
1051	665	1196	330	550	549	1209	577	1926	1037
498	1729	2374	2317	1499	2488	700	1757	1630	710
1996	1698	2181	1299	1179	344	311	1906	1097	914
2222	1269	1608	976	821	1767	1882	1274	1069	2129
770	727	2329	341	1770	2497	1744	1800	2120	834
1557	1472	859	305	2170	503	232	1347	1923	1029
264	1022	2428	729	1496	339	1962	2240	527	716
702	1980	555	264	953	1699	1443	388	247	446
1842	2092	2056	395	1574	685	1678	848	1239	1546
579	1203	2031	2453	730	748	1694	420	1163	518
1767	2318	1307	1955	535	1363	950	1077	2212	1527
1283	1944	1655	2441	1881	1988	2084	1773	204	1472
340	1811	1734	1484	2291	912	1950	1234	1018	1955
1384	1815	1929	1802	201	2075	647	1553	892	1561
806	925	1563	786	841	703	1757	1446	1841	958
1804	293	705	1579	1205	1204	413	1020	1724	1627
758	362	1252	873	2183	1252	1502	1965	1946	404
1204	1064	1620	927	1302	1029	1114	1837	1132	1615
1763	916	1452	1403	1097	2433	688	2076	1617	1933
989	287	224	1486	915	1221	1963	2314	1412	1923
969	2254	1459	399	1546	1669	439	1659	2399	1172
2014	2233	881	1748	939	2366	802	2429	2328	446
1322	295	1202	1784	1169	1223	803	2051	2212	1468
2387	2160	1672	814	1138	774	323	1234	284	599
1603	1819	329	2119	942	2466	1683	1262	246	1215
733	1638	1822	425	1446	1809	1557	1787	1573	2357
1771	2093	261	2383	1026	1488	2114	732	1334	441
2068	1692	2011	1461	603	2265	547	1444	1046	2436
212	1423	1099	577	350	564	1274	1569	641	1966
1819	2389	1523	1567	639	2408	238	1135	623	1316
765	1849	739	1941	715	520	1045	238	1038	1703
443	1363	319	550	1708	1747	2100	606	1697	1580
343	2033	1260	2109	1132	1245	2344	2134	2073	1825
287	896	860	1907	1900	1099	569	1271	1374	939
494	397	1697	1573	1538	1580	2234	1770	2491	576
2028	1088	1658	990	1791	2171	1978	1294	2286	2117
513	2448	1529	869	1985	1322	1593	1759	1725	2492
419	423	2273	2323	856	400	1234	1669	2227	1830
2081	505	437	1315	1521	1155	1504	657	240	2403
1424	1509	1315	1864	728	1478	1267	533	1853	2134
451	954	942	2434	337	711	2128	1338	1110	1878
836	852	1564	2474	1886	1871	893	1500	835	1394
1113	2373	357	1231	1118	2131	2264	2141	2465	589
850	2275	404	684	1588	833	978	2417	598	811
1254	1238	1511	1448	639	2108	1657	1232	1582	1054
684	1167	1154	1779	858	1236	1554	2388	2332	2208
1633	497	2462	1661	553	2357	2267	2497	2291	1412
1916	1487	2424	726	2477	2169	583	1427	2095	916
1261	1341	1670	411	2398	476	1526	855	1728	2069
343	1258	2273	916	610	436	1612	961	1198	1410
865	1014	784	2293	2243	1354	1049	978	1499	297
349	677	2330	2098	1616	2399	919	406	915	447
934	2452	2469	373	1771	2249	2498	1962	620	1105
1892	1898	978	1827	2340	931	1271	938	1330	1545
2121	2118	501	1235	2492	395	1945	2173	544	2377
237	1342	346	2233	1623	2212	685	1870	1520	265
1585	586	1180	1512	1124	748	2216	754	2059	2180
2476	499	1106	739	443	2252	1511	2333	735	294
2176	766	936	2056	1032	1252	432	1095	1265	2206
2298	474	2142	1833	1923	1048	1685	861	763	1173
850	1121	1384	1244	1714	571	1196	367	2234	2440
2188	2452	1480	736	2161	1314	301	1529	990	2338
496	1098	1616	1088	446	1363	1119	906	789	560
1215	450	884	1318	2025	404	1676	479	393	1320
1798	1828	985	1004	1212	1267	1726	2378	1707	393
2276	1066	743	448	1882	1560	748	1185	936	978
1683	1625	2337	1408	2418	714	925	1560	1064	888
676	2301	802	1653	419	724	2360	990	1538	2282
731	1103	1917	2208	1183	428	1973	1148	957	270
2425	354	203	1735	1100	320	2079	2454	2225	1784
1773	1034	839	2490	1617	2303	1541	1500	796	2273
1760	532	433	1967	1585	2262	828	554	1655	1100
530	2038	2105	2337	1806	1964	1642	954	2209	774
928	2286	880	2261	1786	1739	1001	1096	1036	1592
1963	1573	627	1447	2245	1241	316	1157	2100	1835
1773	525	1849	942	311	2202	2314	970	1366	2181
2093	1271	1896	2116	932	1676	1052	329	396	1740
650	953	551	1118	256	1979	919	2434	1646	260
1063	1856	691	1678	898	750	711	1095	2113	355
1065	1194	2404	713	2137	342	2206	992	655	874
1414	331	1892	816	1549	336	2055	431	1962	1818
1933	2248	631	691	2108	1018	2030	596	1828	1927
2332	316	1411	1279	1927	218	1284	1747	595	409
956	2338	2358	2287	1713	2039	1606	2430	743	664
892	476	1346	1217	1188	558	1567	1745	853	291
760	767	697	1497	2172	1893	1318	1176	2410	1764
872	2147	354	1112	1141	1556	1690	418	2189	1721
934	979	2495	204	1756	324	1813	2129	451	1428
2331	1857	2408	285	1367	1514	667	1927	2340	425
1797	286	2291	973	1476	1140	1379	1429	673	1713
2145	1054	1122	2184	671	492	1709	2454	1647	1252
1307	297	2395	2267	1669	984	2465	1175	1444	959
1864	1569	2113	1030	572	2152	1707	2494	1867	2185
1375	2221	2422	1398	1762	2146	1854	2245	798	1073
2258	1599	606	1848	2132	635	776	725	1588	1695
2028	2480	1837	807	1200	228	1802	842	2300	285
2083	1826	1898	1168	1289	431	1547	714	1753	1657
1832	889	1674	599	1958	1116	2475	911	2201	458
513	810	906	1985	1909	872	1397	1787	2196	2185
1766	1414	1865	937	1886	616	1848	1472	1915	1553
1102	1779	908	374	2024	951	309	868	1097	1431
1442	1424	1129	2065	1428	992	1650	854	1666	1715
1147	1086	1426	2396	2089	2379	1151	1670	1076	354
447	1423	1420	1207	411	2110	829	788	1154	1920
1777	384	341	1483	1157	1830	900	2403	892	274
1010	932	2347	1414	1203	1819	2098	1135	439	1375
1145	2263	862	1128	2053	414	1589	1134	599	2091
587	1170	1223	1133	344	212	341	1981	1562	293
1448	1183	959	460	2143	225	1273	406	1969	764
2177	1583	2028	1999	1927	689	871	1893	1787	342
2192	295	1277	1359	1881	1513	642	1390	1066	254
1973	2323	1101	1900	1427	2010	236	1076	443	267
1565	1925	2232	728	620	2444	2445	2280	2140	1796
441	1862	1617	1691	805	1611	1844	1893	1675	1278
1391	1855	1002	831	1028	1085	2500	2429	1318	531
1995	1723	1490	1027	1065	990	1816	761	2067	1447
658	2233	1942	1257	617	2433	1034	1687	1352	566
969	811	2272	792	1540	1598	1586	1103	1114	1609
1502	1979	1981	522	2137	433	1508	1287	633	1132
2320	2399	1367	335	2274	392	1574	367	1206	1422
2345	1108	1708	638	343	1727	200	1618	920	1856
1103	605	1877	472	395	581	1110	1738	2095	1471
1930	1380	2067	259	1326	1646	2405	450	1805	505
2210	1258	1419	1861	2327	530	2318	1396	1776	204
1543	2363	1951	1663	800	1487	972	1926	1458	1336
2248	470	1115	1593	1610	2288	316	721	1867	1284
2101	1811	1443	721	687	1604	1557	2058	1559	1596
1759	984	1362	1227	1177	550	597	1556	1038	238
2353	2204	1875	2317	475	855	1951	1934	1578	410
1812	561	1378	1247	2246	1727	1337	634	2140	2321
2221	953	1878	454	2064	475	2332	2236	2288	1994
1120	506	962	366	376	1157	2385	1965	1980	320
1890	646	1883	1528	2427	1449	292	1956	1260	721
2244	593	1547	287	1474	763	1306	1573	2029	561
549	556	1852	2246	818	2125	948	2449	2343	2094
1313	570	1265	1715	1268	1032	2193	542	1460	430
1603	1818	1797	484	646	1373	2101	1108	1953	1366
986	1924	560	780	339	2041	1401	510	914	1014
403	564	381	854	2356	588	1531	242	2220	2010
1261	334	595	1443	2043	2032	960	352	2201	1852
1785	1245	1954	219	703	1519	1437	2121	1279	916
2376	1110	458	1329	1685	2372	1152	2473	322	2168
1172	2384	1643	2257	1455	1453	2272	589	1587	1001
473	496	1529	216	1647	1790	230	2138	331	689
580	2308	1434	1014	1175	1156	2183	1425	582	1357
962	999	1037	433	1197	1260	2365	2292	651	1757
202	1801	464	2108	2228	2055	1635	1005	2104	1784
1141	1961	2054	396	1480	214	2446	1353	1762	1102
1188	824	677	1139	850	2398	1878	2157	1587	1354
1361	1891	1681	519	1006	1030	1228	1340	267	289
1296	909	2079	799	1841	400	2105	577	965	779
1862	1138	1092	1973	212	1713	396	1504	1611	557
1585	990	588	1755	2367	2288	1378	672	908	1164
961	2347	434	1083	429	210	1908	2035	649	267
597	890	524	1270	269	1335	449	1802	634	537
2194	1931	755	1257	860	599	356	608	2142	836
1860	710	2360	949	1798	281	1502	664	731	1884
460	708	1712	1600	309	925	203	762	1339	428
1156	1825	369	694	1152	2320	2215	509	569	373
1669	1506	2413	1143	741	2499	1907	1706	1662	375
846	377	655	729	451	1219	927	2492	1710	580
1922	315	1701	1913	1433	860	1925	2288	2413	2180
1485	1389	920	848	2490	1070	651	1809	1725	1984
1650	1179	2232	1217	387	544	1206	736	1714	750
2431	2458	1173	588	1281	1922	854	277	2144	852
1999	724	1045	1972	594	1649	2058	2307	561	1101
1310	657	1219	892	963	1181	1564	611	518	969
943	2427	2403	289	1773	1062	1228	1790	1824	1919
1615	2133	1613	2270	355	1853	1443	382	1678	541
519	2399	421	1170	1095	1221	760	1712	1809	2202
1816	1058	703	1611	2107	865	598	1369	874	883
749	957	1090	1980	346	1132	1143	1507	376	1214
438	2038	849	1000	1382	1013	1125	1541	1113	1812
2227	2315	1149	2348	1682	982	658	2379	1966	434
820	467	429	1494	987	2096	1561	2233	2140	1787
1808	1054	2002	2125	840	2049	1836	1699	882	651
773	1666	1544	1926	855	572	2451	1667	1636	2277
1084	2053	2306	674	369	1476	411	2060	398	231
2341	1859	366	818	2444	1162	423	1823	2382	1268
2394	1525	1173	1967	1456	1945	388	274	1570	555
1984	1893	537	2021	623	2023	1082	936	1670	1230
559	375	1677	998	1140	1777	2443	1579	395	1308
1159	2000	2174	1241	2144	1090	2334	719	2048	1086
905	986	1616	2095	1199	1812	241	2356	1042	2023
1244	1497	883	2465	2500	1318	1583	1618	719	609
1966	2010	259	1210	972	2003	1196	555	837	2329
2101	2099	2245	2161	1960	2159	1926	2240	2452	577
2448	1557	1877	2283	2155	394	494	1287	1717	290
549	2380	495	2376	2227	2397	1547	2330	1612	931
1968	279	1197	2211	1165	532	1148	471	762	1576
1022	2221	923	2137	1504	934	1588	1272	1755	2452
1825	666	1823	1602	404	1479	386	2093	1276	1926
1097	936	1794	1684	328	1680	1514	698	729	367
1252	1032	835	734	2007	854	1410	1158	1384	474
2032	1963	1866	744	1704	212	639	1833	1753	2009
2038	2339	1399	1548	2246	255	2190	1126	504	1859
1409	1046	1699	2252	673	1575	642	1280	438	1610
1895	812	729	805	1454	1396	336	677	1512	2046
2407	348	994	2389	602	688	1110	306	398	512
886	1517	417	1019	1987	1172	2026	1966	462	2129
911	1936	935	1427	1287	965	2314	375	2018	1538
1514	1785	794	433	520	1526	2441	1662	654	1673
1980	1879	617	1808	1573	599	1395	2335	1620	2051
1787	2466	1066	447	1349	1488	2320	2363	1357	1191
2150	2401	1390	517	2182	1600	775	1910	1343	2104
2058	2194	981	1742	2449	1118	904	580	2362	1405
1025	2281	1652	1738	1156	1633	2295	1511	2244	936
1636	1394	2357	418	2034	2500	346	326	748	1945
1746	1121	2030	978	1163	1296	1477	1553	750	1686
1187	1987	1406	1412	2175	1084	732	2461	385	668
1850	1842	1184	365	530	2195	515	1653	1745	2131
289	1584	349	940	485	1063	1375	2288	332	1156
892	1643	2122	676	507	2262	266	1066	376	1979
694	874	1337	1185	1874	1014	1434	1189	1782	2447
1525	1390	2124	229	378	2172	926	766	1839	370
1698	1343	1219	2168	1815	628	2135	2289	1183	1765
1647	400	1405	2198	910	620	1306	1583	2268	1328
456	1959	642	1088	775	1181	743	2298	269	971
874	2156	261	1528	1683	2235	355	1180	676	2370
221	206	2158	2210	2111	236	748	767	1855	1538
1437	928	2145	687	1321	393	909	1446	700	1202
801	1634	1578	2261	2092	1630	1854	1890	591	592
1336	491	754	1400	645	719	965	1628	1594	743
2106	1379	662	1044	1383	1088	2447	448	2449	1399
1657	1001	1089	2266	1271	1375	467	339	622	2202
1190	1716	1226	1453	1743	1214	1522	1336	479	961
2438	544	2300	2269	417	876	360	271	1334	1066
1389	884	1388	2152	1242	1220	1299	1893	1596	2395
906	1873	704	941	918	2278	1331	613	1334	1611
721	524	2171	1069	2411	1784	680	1004	1698	1640
2323	1988	714	507	2236	2316	1408	323	906	1992
1475	1353	451	1915	770	824	1840	2364	407	2244
1331	1046	2251	1281	240	541	1436	1550	571	514
1477	1524	1286	1506	874	427	635	268	2382	1646
1522	321	2142	1656	2339	1621	1647	1241	1944	1880
1501	1720	2408	2049	312	1352	1263	1209	1470	399
645	1517	2320	343	893	889	503	512	1540	2048
867	237	1917	1951	937	2294	1006	1431	1719	2266
499	1052	708	372	467	2306	913	1551	396	1636
2312	2268	1165	708	1049	2350	1269	573	497	324
2395	321	2465	2212	792	928	447	920	1860	1890
882	1663	378	2391	1293	1913	2424	1050	2126	1768
2306	1236	1236	519	510	351	2344	235	2299	1476
230	2079	357	1864	1636	242	898	1607	1393	1306
1007	2055	1145	805	1630	1667	1083	1299	221	1882
1719	1124	1778	1932	1234	1932	674	242	1591	1710
995	2249	1155	1002	2310	1741	1347	2082	2437	555
783	1103	2419	1722	1616	1473	2265	1188	1639	2388
1820	1705	2025	999	1531	1244	2434	762	990	409
2417	2407	1591	1639	1271	1399	409	1440	1713	1034
975	989	1662	315	1243	1099	2276	1637	622	1983
282	2051	805	1187	960	412	1315	2379	2054	1318
399	1038	1242	925	1702	2174	2487	1859	297	1947
2321	1179	666	2321	1481	2163	381	1086	1553	1763
240	2204	1221	1601	837	2134	1409	519	1257	1384
1762	1981	929	1185	377	1751	2486	625	766	1807
1732	1022	482	1186	1501	805	1413	786	1492	1122
926	973	612	1675	890	729	1672	923	1119	709
2295	1772	2243	439	1736	2471	1987	2311	1841	2245
2151	828	2260	949	2291	1251	2475	810	1104	2036
1092	756	2395	2117	1300	1978	1605	1862	2367	1059
2058	1527	1962	1636	2201	1857	1117	1424	287	1062
533	1295	2284	442	2154	690	993	902	784	2072
692	1901	1768	2176	1535	228	1559	1585	1008	1367
2497	968	1100	385	2163	1666	1617	1991	993	601
1648	906	2238	1083	1030	202	497	2383	2475	1907
2337	1399	706	697	1765	319	1918	1096	222	972
590	2118	1105	422	2399	1676	1283	801	513	883
1486	1759	1764	2393	968	346	980	983	718	1191
1619	1501	1653	1819	1925	2461	1089	1192	1535	513
1776	253	1184	1324	1638	840	987	395	944	528
673	1016	598	1752	1446	1795	2236	2332	330	1343
1081	1767	1279	1304	1629	1312	763	1670	1867	650
498	1616	1440	564	2186	689	318	1844	701	2433
279	2268	776	1873	673	689	403	2160	2284	2486
2337	845	888	2491	1458	1039	987	1329	1077	946
930	705	1627	272	1054	904	245	2379	2000	1668
853	296	1564	2247	1653	1487	1252	1578	647	1897
1833	1958	1968	2451	1165	1474	1377	1644	739	2399
1542	598	739	1158	2300	1789	1838	1707	465	2139
1849	586	1960	2309	517	689	2308	1428	2199	270
951	310	1197	1992	797	1222	682	334	875	742
1907	1646	2073	1430	746	1541	547	2061	552	549
2367	345	2414	711	2097	891	2498	1855	1878	979
1167	904	600	1149	1443	2333	2475	1823	856	1650
718	2133	1212	843	702	1599	1197	1424	1132	2395
1963	347	1909	811	950	1945	1765	2260	1265	1081
1633	2283	1411	1120	1032	317	849	2123	2226	500
1247	1357	2178	1476	1297	709	489	749	732	918
2103	1363	1079	1302	1532	1470	741	1537	1223	1730
1491	1703	1805	1997	2409	459	2489	708	1199	917
356	1520	1926	279	2172	602	1149	1541	955	1379
2294	2041	1002	2107	1125	1151	1646	1839	1075	674
1922	2223	1728	1464	853	1570	2395	315	861	583
